0,4,4,CC
1,4,4,CC
2,4,4,CC
3,4,4,CC
4,4,4,CC
5,4,4,CC
6,4,4,CC
7,4,4,CC
8,4,4,CC
9,4,4,CC
10,5,5,CC
11,5,5,CC
12,5,5,CC
13,5,5,CC
14,5,5,CC
15,5,5,CC
16,5,5,CC
17,5,5,CC
18,5,5,CC
19,5,5,CC
20,6,6,CC
21,6,6,CC
22,6,6,CC
23,6,6,CC
24,6,6,CC
25,6,6,CC
26,6,6,CC
27,6,6,CC
28,6,6,CC
29,6,6,CC
30,7,7,CC
31,7,7,CC
32,7,7,CC
33,7,7,CC
34,7,7,CC
35,7,7,CC
36,7,7,CC
37,7,7,CC
38,7,7,CC
39,7,7,CC
40,8,8,CC
41,8,8,CC
42,8,8,CC
43,8,8,CC
44,8,8,CC
45,8,8,CC
46,8,8,CC
47,8,8,CC
48,8,8,CC
49,8,8,CC
50,9,9,CC
51,9,9,CC
52,9,9,CC
53,9,9,CC
54,9,9,CC
55,9,9,CC
56,9,9,CC
57,9,9,CC
58,9,9,CC
59,9,9,CC
60,10,10,CC
61,10,10,CC
62,10,10,CC
63,10,10,CC
64,10,10,CC
65,10,10,CC
66,10,10,CC
67,10,10,CC
68,10,10,CC
69,10,10,CC
70,1,1,CC
71,1,1,CC
72,1,1,CC
73,1,1,CC
74,1,1,CC
75,1,1,CC
76,1,1,CC
77,1,1,CC
78,1,1,CC
79,1,1,CC
80,9,2,FP
81,2,2,CC
82,2,2,CC
83,2,2,CC
84,2,2,CC
85,2,2,CC
86,2,2,CC
87,2,2,CC
88,2,2,CC
89,2,2,CC
90,3,3,CC
91,3,3,CC
92,3,3,CC
93,3,3,CC
94,3,3,CC
95,3,3,CC
96,3,3,CC
97,3,3,CC
98,3,3,CC
99,3,3,CC
